configuration,dwell_us,round,integration_ms,cycles,groups,active_per_port_ms,weighted_phase_rms_deg,passed,run_json
A,50,3,1.1959951215150766,2,3344,0.079,73.36897263533767,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-50us-20260908T072529.267552Z/run.json
A,50,3,2.391990243030153,4,1672,0.158,65.15430926429147,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-50us-20260908T072529.267552Z/run.json
A,50,3,5.381978046817845,9,743,0.35550000000000004,57.708229628945176,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-50us-20260908T072529.267552Z/run.json
A,50,3,10.16595853287815,17,393,0.6715,45.31453151573068,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-50us-20260908T072529.267552Z/run.json
A,50,3,20.3319170657563,34,196,1.343,41.23084800857233,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-50us-20260908T072529.267552Z/run.json
A,50,3,50.23179510363322,84,79,3.318,40.62189317052554,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-50us-20260908T072529.267552Z/run.json
A,50,3,100.46359020726644,168,39,6.636,41.80114581793473,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-50us-20260908T072529.267552Z/run.json
A,50,3,200.32918285377534,335,19,13.2325,38.148937683581785,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-50us-20260908T072529.267552Z/run.json
A,50,3,400.0603681467931,669,9,26.4255,38.630600454942865,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-A-50us-20260908T072529.267552Z/run.json
D,50,3,0.5979431175169656,1,6688,0.0396,89.97489476590339,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-50us-20260908T072540.581835Z/run.json
D,50,3,1.1958862350339312,2,3344,0.0792,69.0761377925706,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-50us-20260908T072540.581835Z/run.json
D,50,3,2.3917724700678624,4,1672,0.1584,59.696317088259576,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-50us-20260908T072540.581835Z/run.json
D,50,3,5.381488057652691,9,743,0.3564,48.564658945152004,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-50us-20260908T072540.581835Z/run.json
D,50,3,10.165032997788416,17,393,0.6732,35.89003260977476,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-50us-20260908T072540.581835Z/run.json
D,50,3,20.33006599557683,34,196,1.3464,29.20023095966749,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-50us-20260908T072540.581835Z/run.json
D,50,3,50.22722187142511,84,79,3.3264,25.92099061050876,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-50us-20260908T072540.581835Z/run.json
D,50,3,100.45444374285022,168,39,6.6528,24.04179066527764,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-50us-20260908T072540.581835Z/run.json
D,50,3,200.31094436818347,335,19,13.266,23.64258569166923,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-50us-20260908T072540.581835Z/run.json
D,50,3,400.02394561885,669,9,26.4924,23.62526755543871,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-D-50us-20260908T072540.581835Z/run.json
B,50,3,0.5978561174753366,1,6690,0.0396,87.97642799760703,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-50us-20260908T072553.357232Z/run.json
B,50,3,1.1957122349506732,2,3345,0.0792,75.71596326456586,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-50us-20260908T072553.357232Z/run.json
B,50,3,2.3914244699013465,4,1672,0.1584,67.41874609215454,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-50us-20260908T072553.357232Z/run.json
B,50,3,5.380705057278029,9,743,0.3564,57.53731141554601,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-50us-20260908T072553.357232Z/run.json
B,50,3,10.163553997080722,17,393,0.6732,49.995861272434155,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-50us-20260908T072553.357232Z/run.json
B,50,3,20.327107994161445,34,196,1.3464,44.12168945899288,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-50us-20260908T072553.357232Z/run.json
B,50,3,50.21991386792828,84,79,3.3264,41.96671277712553,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-50us-20260908T072553.357232Z/run.json
B,50,3,100.43982773585655,168,39,6.6528,37.198308502045315,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-50us-20260908T072553.357232Z/run.json
B,50,3,200.28179935423776,335,19,13.266,35.28996699232137,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-50us-20260908T072553.357232Z/run.json
B,50,3,400.5635987084755,670,9,26.532,34.94504284645169,False,/srv/bulk/samteway/lab-data/tracking-rate-timing-20260908-v2/captures/screen-r3-B-50us-20260908T072553.357232Z/run.json
